"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","File","Mattress_type","Position","Subject","Posture"
"1",46.0833333333333,52.6666666666667,51.5,107.333333333333,98.8333333333333,61.8333333333333,153.833333333333,131.666666666667,190.916666666667,126.416666666667,85.0833333333333,81.25,156.166666666667,262.5,139.166666666667,125,52.0833333333333,125.583333333333,85.4166666666667,129.833333333333,82.5,56.1666666666667,115.5,104.75,177.416666666667,151.666666666667,145.75,155.75,234.416666666667,315.333333333333,157.916666666667,141.5,61,163.5,49.1666666666667,58.5833333333333,53.3333333333333,47.0833333333333,76.0833333333333,85.25,208.916666666667,151,167.5,131.583333333333,188,192,156.083333333333,139.166666666667,54.6666666666667,100.166666666667,67.4166666666667,126.25,78.6666666666667,59,134.166666666667,100.25,179.5,106.916666666667,111.416666666667,86.8333333333333,127,169.5,102.333333333333,88.0833333333333,44.0833333333333,45.1666666666667,44.5833333333333,47.3333333333333,46.75,45,54.5833333333333,60.3333333333333,69.4166666666667,53.6666666666667,49.25,54,61.4166666666667,71.8333333333333,58.4166666666667,58.5,42.8333333333333,44,44.0833333333333,44.8333333333333,43.75,43.0833333333333,44.6666666666667,46,49.5,47.1666666666667,48.0833333333333,77.5833333333333,67.8333333333333,54.4166666666667,50.5833333333333,64.0833333333333,43.4166666666667,43.5833333333333,44,43.5833333333333,43.0833333333333,43.5833333333333,44.1666666666667,44.75,44.75,44.5833333333333,44.9166666666667,44.5,45.5833333333333,45.5833333333333,45.6666666666667,49.5,43.6666666666667,43.5833333333333,42.6666666666667,44.0833333333333,44.1666666666667,43.6666666666667,43.9166666666667,43.1666666666667,44.0833333333333,44.1666666666667,43.8333333333333,43.75,44,45.4166666666667,44.3333333333333,44.6666666666667,43.5,44.75,43.3333333333333,43.4166666666667,43.75,44.0833333333333,44.5833333333333,44,45.0833333333333,44.1666666666667,45.5,45.1666666666667,46,46.1666666666667,46.5833333333333,49.25,"Matrix_Air_B1.txt","Air","B1","S1","Supine"
"2",44,45.25,43.3333333333333,44.5,43.8333333333333,42.5833333333333,44.3333333333333,46.4166666666667,47.4166666666667,45.6666666666667,44.0833333333333,46.5,47.0833333333333,50.5833333333333,79.5,101.333333333333,45,45.8333333333333,44.3333333333333,44.3333333333333,43.9166666666667,43.25,44.6666666666667,45.25,47,45.4166666666667,44.6666666666667,46,47.1666666666667,51.9166666666667,89,90.3333333333333,46.5833333333333,51.75,47.1666666666667,73.0833333333333,64,47.1666666666667,72,99.1666666666667,114.416666666667,78,52.5833333333333,54.75,67.5,185.916666666667,135.666666666667,110.916666666667,71.0833333333333,293,99.6666666666667,114.5,84,57.5,97.9166666666667,116.083333333333,152.25,132.666666666667,95,118.583333333333,148.25,200.25,113.416666666667,110.666666666667,56,225.083333333333,52.4166666666667,49.25,46.9166666666667,44.8333333333333,57.4166666666667,75.75,161,136.083333333333,90,111.083333333333,159.833333333333,147.916666666667,91,91.9166666666667,46.5833333333333,55,44.4166666666667,47.6666666666667,45.4166666666667,44.75,87.4166666666667,133.833333333333,133.833333333333,116.583333333333,71,98.4166666666667,121.083333333333,181.25,94,88.9166666666667,44.25,47.1666666666667,43.9166666666667,44.25,44.5,44,47.0833333333333,63.8333333333333,80,62.0833333333333,46.75,52,62.75,94.6666666666667,56.9166666666667,53.0833333333333,43.9166666666667,48.75,44.0833333333333,44.3333333333333,43.6666666666667,43.3333333333333,45.9166666666667,50.25,55.4166666666667,54.5833333333333,84.0833333333333,145.166666666667,66.1666666666667,56.8333333333333,48.5833333333333,49.4166666666667,43.75,44.75,43.0833333333333,43.8333333333333,43.5833333333333,43.5,43.75,45.0833333333333,47.0833333333333,44.6666666666667,44.8333333333333,45.6666666666667,45.8333333333333,47,43.9166666666667,46.25,"Matrix_Air_B10.txt","Air","B10","S1","Supine"
"3",43.25,45.1666666666667,43.6666666666667,44.4166666666667,44.25,43.8333333333333,45.9166666666667,50.8333333333333,68.75,53.75,111.416666666667,80.8333333333333,57.9166666666667,57.6666666666667,57.3333333333333,73.25,44.1666666666667,46.0833333333333,44.8333333333333,45.75,45,43.9166666666667,48.75,67,66,78.5,60.9166666666667,96.25,97.4166666666667,134.5,63.75,69.6666666666667,43.9166666666667,50.4166666666667,46.9166666666667,66.6666666666667,59.25,50.5833333333333,109.083333333333,128.416666666667,171.416666666667,137.166666666667,89.0833333333333,107.166666666667,171.75,250.833333333333,99.1666666666667,104.166666666667,46.5,53.0833333333333,90.0833333333333,128.916666666667,71.9166666666667,46.75,64.5833333333333,78.1666666666667,172.333333333333,122.75,95.3333333333333,105.666666666667,158.5,149,101.916666666667,112.583333333333,58.5,182.75,56.0833333333333,49.75,47.6666666666667,45.0833333333333,65.6666666666667,97.25,160.5,115.083333333333,94,103.833333333333,134.416666666667,154.25,95,84,55.4166666666667,124.583333333333,77.5,120,111.916666666667,48.6666666666667,90.0833333333333,94,99.75,72.0833333333333,51.0833333333333,53.9166666666667,69.6666666666667,91.1666666666667,71,83.1666666666667,44.3333333333333,45.4166666666667,47.5833333333333,70.5,71.5833333333333,44.25,45.6666666666667,47.8333333333333,51.5,47.5833333333333,60.75,76.75,58.5,52.8333333333333,48.75,53.1666666666667,44,43.5,42.8333333333333,44.1666666666667,44.25,43.0833333333333,43.6666666666667,43.3333333333333,47.8333333333333,46,43.6666666666667,43.8333333333333,44.0833333333333,45.5,43.4166666666667,45.6666666666667,43.25,44.1666666666667,42.8333333333333,43.3333333333333,43.6666666666667,43.6666666666667,44.25,43.6666666666667,44.3333333333333,44.1666666666667,44.4166666666667,44.8333333333333,45.4166666666667,44.9166666666667,46.0833333333333,48.25,"Matrix_Air_B2.txt","Air","B2","S1","Supine"
"4",43.1666666666667,42.8333333333333,42.5,43.6666666666667,43.75,42,43,43.8333333333333,44.1666666666667,44.0833333333333,43.1666666666667,44.5,44.25,45.25,45.1666666666667,58.25,44.25,44.0833333333333,43.5,43.6666666666667,43.25,44.5833333333333,44.0833333333333,43.5833333333333,44.3333333333333,44.0833333333333,45.0833333333333,44.9166666666667,44.1666666666667,44.75,44.9166666666667,50.1666666666667,43.25,44.25,43.9166666666667,44.25,44.75,43.0833333333333,44.8333333333333,46.5,57.5833333333333,47.4166666666667,68.6666666666667,148,65,52.4166666666667,50.25,56.25,43.75,46.4166666666667,44.75,46.9166666666667,47.25,44.1666666666667,58.5833333333333,83.4166666666667,109.5,82.25,55,56.4166666666667,81.25,145,61.75,65.1666666666667,47,48.75,47.25,83.6666666666667,83.9166666666667,54.0833333333333,93.8333333333333,109.083333333333,158.416666666667,123.083333333333,80.8333333333333,113.916666666667,141.75,141,94.25,94.8333333333333,49.9166666666667,86.0833333333333,63.1666666666667,72,65.5833333333333,44.9166666666667,53.25,58.4166666666667,118.25,104.916666666667,69.4166666666667,105.5,136.916666666667,136.75,123.833333333333,176.333333333333,55.5833333333333,146.5,51.3333333333333,52.6666666666667,59.9166666666667,46.8333333333333,77.5,92.6666666666667,117.5,99.4166666666667,72.5833333333333,73.5833333333333,130.583333333333,172.75,92.9166666666667,93.5,45.5833333333333,70.1666666666667,77.3333333333333,122.833333333333,127.416666666667,52.3333333333333,90.1666666666667,82.75,103,73,85.25,140.25,90.25,112.416666666667,60.1666666666667,74.75,43.9166666666667,43.6666666666667,43.6666666666667,44.75,45.5833333333333,43.9166666666667,44.25,45.6666666666667,63.1666666666667,49.1666666666667,61.4166666666667,78,54.5,51.8333333333333,47.4166666666667,50.9166666666667,"Matrix_Air_B3.txt","Air","B3","S1","Supine"
"5",43.1666666666667,43.3333333333333,43.1666666666667,43.75,43.3333333333333,43.4166666666667,45.9166666666667,61.1666666666667,56.9166666666667,74.9166666666667,83.5,117.916666666667,237.416666666667,180.333333333333,190.583333333333,192.166666666667,43.6666666666667,44.0833333333333,43.75,43.5,44,43.5833333333333,45.75,50.5,53.3333333333333,55.0833333333333,51.9166666666667,79.4166666666667,253.75,252.916666666667,114.5,87.6666666666667,43.0833333333333,43.9166666666667,44.25,44.1666666666667,43.5833333333333,43.0833333333333,47.25,62.1666666666667,90.25,91.5,69.6666666666667,164.75,190.75,238.833333333333,111.166666666667,71.5,44.0833333333333,44.1666666666667,43.4166666666667,45.4166666666667,45.9166666666667,45.4166666666667,82.6666666666667,121.833333333333,156,133.416666666667,72.9166666666667,85.25,133.666666666667,191.25,79.6666666666667,61.0833333333333,46.3333333333333,45.8333333333333,45.6666666666667,83,71.6666666666667,50.1666666666667,73.75,76.8333333333333,132.416666666667,141.25,69.9166666666667,66.8333333333333,67.6666666666667,68.8333333333333,55.0833333333333,52.3333333333333,51.0833333333333,59.3333333333333,64.9166666666667,55.9166666666667,48.25,43.25,51.1666666666667,85.75,115.333333333333,106.833333333333,57.3333333333333,54.4166666666667,72.4166666666667,57.6666666666667,50.25,55.0833333333333,49.75,115.416666666667,50.4166666666667,52.25,85.3333333333333,49.9166666666667,83.75,80.0833333333333,78.25,63.75,48.4166666666667,71.4166666666667,52.1666666666667,52.3333333333333,48,49.4166666666667,45.8333333333333,98.3333333333333,94.75,115.666666666667,137.583333333333,53.6666666666667,45.25,45.25,53.1666666666667,65,46.0833333333333,44.9166666666667,46.25,47.1666666666667,45,47.75,44.75,44.4166666666667,43.5833333333333,44.1666666666667,43.75,44.0833333333333,44.6666666666667,43.8333333333333,44.0833333333333,44.4166666666667,45.0833333333333,44.6666666666667,47.6666666666667,46.0833333333333,45.3333333333333,47.5833333333333,"Matrix_Air_B4.txt","Air","B4","S1","Supine"
"6",60.1666666666667,80.9166666666667,58.5,85.5833333333333,52.9166666666667,43.6666666666667,43.5833333333333,45.6666666666667,48.1666666666667,94.0833333333333,46.3333333333333,45.4166666666667,46.4166666666667,47.8333333333333,46,54.75,51.3333333333333,269.833333333333,115.25,131.083333333333,111.5,52.3333333333333,48.4166666666667,49.8333333333333,48.0833333333333,51.3333333333333,58.4166666666667,72.8333333333333,47.3333333333333,48.5833333333333,45.25,48.1666666666667,44.5833333333333,60.5833333333333,59.8333333333333,50.75,45.5,48.5833333333333,78.9166666666667,125.5,108.166666666667,104,56.5833333333333,76.5,62.1666666666667,59.5,48.5,51,43.4166666666667,46.5833333333333,46.8333333333333,88.3333333333333,58.5,44.6666666666667,49.8333333333333,93.5833333333333,142.833333333333,149.083333333333,75.4166666666667,65.25,66.3333333333333,87.9166666666667,55.1666666666667,53.6666666666667,43.8333333333333,44.5,43.75,46,44.6666666666667,48.9166666666667,85.6666666666667,108.833333333333,137.666666666667,134.083333333333,70.25,104.5,113.333333333333,177.833333333333,74.25,66.25,42.9166666666667,44.0833333333333,44.1666666666667,45.0833333333333,43.8333333333333,43.6666666666667,67.4166666666667,127.916666666667,111.25,106.833333333333,63.6666666666667,124.75,113.75,147.5,89.4166666666667,104.833333333333,43.8333333333333,43.8333333333333,43.5,43.8333333333333,43.6666666666667,43.6666666666667,47.6666666666667,58.0833333333333,65.5,66.5833333333333,50.9166666666667,85.25,177.5,215.083333333333,91.8333333333333,109.833333333333,43.6666666666667,43.6666666666667,43.3333333333333,44.1666666666667,44.0833333333333,43.5,45.6666666666667,50.0833333333333,52.5,53.9166666666667,46.9166666666667,59.6666666666667,157.833333333333,185.25,66.3333333333333,115.916666666667,44.1666666666667,44.8333333333333,43.0833333333333,44.3333333333333,43.75,43.25,49.25,60.25,65,75.6666666666667,73.8333333333333,106.5,141.916666666667,100.833333333333,50.8333333333333,57.25,"Matrix_Air_B5.txt","Air","B5","S1","Supine"
"7",43.4166666666667,43.8333333333333,43.9166666666667,44.25,43.75,42.75,44,45.8333333333333,46.5833333333333,47.4166666666667,44.25,93.8333333333333,72.75,51.5,47.8333333333333,59.3333333333333,43.9166666666667,44.0833333333333,43.5,45.25,44.5,43.25,44.4166666666667,46.5833333333333,48.6666666666667,47.75,44.9166666666667,72.25,92.5833333333333,74.1666666666667,50.75,53.75,46.5833333333333,47.0833333333333,52.75,102.666666666667,72.6666666666667,51.6666666666667,77.4166666666667,115.083333333333,103.833333333333,100,56.1666666666667,60,85.1666666666667,184.75,76.4166666666667,76.6666666666667,72.25,124.333333333333,90.9166666666667,91.5,69.5,55.9166666666667,78.1666666666667,127.75,159.75,158.333333333333,81.0833333333333,148.5,147.583333333333,192.25,91.25,105.583333333333,84.0833333333333,113.083333333333,56,57.4166666666667,51.6666666666667,45.6666666666667,58.6666666666667,86.4166666666667,155.583333333333,154.25,70,135.416666666667,137.5,156.416666666667,93,97.25,49.9166666666667,52.3333333333333,85.5833333333333,139.916666666667,106.583333333333,53.75,96.5,133.666666666667,135.416666666667,121.25,61.3333333333333,107.083333333333,110.166666666667,178.25,93,99.0833333333333,43.9166666666667,44.8333333333333,45.4166666666667,48.75,47.4166666666667,44.1666666666667,58.75,73.8333333333333,72.5,67.75,46.3333333333333,49.3333333333333,51.3333333333333,71.8333333333333,56.8333333333333,57.4166666666667,43.6666666666667,44.9166666666667,43.1666666666667,45.1666666666667,44.1666666666667,44.0833333333333,44.4166666666667,48.25,50,49.25,45.9166666666667,62.5833333333333,165.166666666667,73.4166666666667,46.6666666666667,50.4166666666667,43.5833333333333,43.25,44.9166666666667,44.6666666666667,43.8333333333333,43.1666666666667,44.1666666666667,44.5,44.8333333333333,45.9166666666667,43.3333333333333,47.5833333333333,58.5,47.6666666666667,45,46.6666666666667,"Matrix_Air_B6.txt","Air","B6","S1","Supine"
"8",43.6666666666667,43.8333333333333,43.5833333333333,44.9166666666667,43.9166666666667,44,43.8333333333333,45.3333333333333,46.3333333333333,47,43.9166666666667,45.0833333333333,45.1666666666667,50,75.1666666666667,87.1666666666667,44,44,45.0833333333333,45.1666666666667,43.9166666666667,43.0833333333333,45.25,46.8333333333333,46.6666666666667,46.3333333333333,43.75,45.8333333333333,46.3333333333333,59.5833333333333,88.6666666666667,73.5833333333333,46.0833333333333,48.0833333333333,57.5,117.333333333333,76.9166666666667,51.0833333333333,79.75,116.666666666667,106.916666666667,102.916666666667,53.5833333333333,56.5833333333333,75.6666666666667,256.666666666667,151.833333333333,99.4166666666667,74.0833333333333,131.75,111.416666666667,97.9166666666667,70.75,55.3333333333333,78.5,127,160.583333333333,165.666666666667,80,128.75,129.166666666667,214.166666666667,119.25,116,88.3333333333333,104.166666666667,55.4166666666667,55.4166666666667,50.5,45.75,58.4166666666667,81.3333333333333,151.75,158.333333333333,66.1666666666667,102.916666666667,107.833333333333,153.833333333333,107.5,106.333333333333,50.3333333333333,55.4166666666667,97.25,157.833333333333,115.083333333333,55.1666666666667,100.416666666667,132.166666666667,133.5,120.833333333333,59.75,81.1666666666667,86.4166666666667,193.75,172.666666666667,125,44.6666666666667,44.9166666666667,46.25,50.4166666666667,49.6666666666667,45.3333333333333,58.5833333333333,75.6666666666667,70.0833333333333,68.6666666666667,45.75,46.8333333333333,47.1666666666667,56.9166666666667,72.0833333333333,76,43.4166666666667,43.5833333333333,43.0833333333333,43.9166666666667,43.9166666666667,43.1666666666667,44.4166666666667,44.4166666666667,45.5833333333333,45.0833333333333,44.3333333333333,44.8333333333333,44.0833333333333,45.75,46.3333333333333,59.75,44.25,44.0833333333333,43.0833333333333,43.8333333333333,43.8333333333333,43.9166666666667,43.5833333333333,44.25,44.0833333333333,44,44,44.25,44.8333333333333,46,44.75,45.8333333333333,"Matrix_Air_B7.txt","Air","B7","S1","Supine"
"9",44.8333333333333,44.1666666666667,42.9166666666667,44.4166666666667,46.5,45.5833333333333,44,42.9166666666667,46.1666666666667,49.3333333333333,45.8333333333333,91.1666666666667,96.8333333333333,54.5,46.8333333333333,57.1666666666667,45.25,44,43.5833333333333,45.5,47,47,43.75,43.5833333333333,45.8333333333333,48.5,47.0833333333333,52.6666666666667,83.5,80.5833333333333,51.5,55.75,44,44,43.25,112.25,141.166666666667,98.75,45.3333333333333,45.1666666666667,62.5833333333333,104,72.1666666666667,67,88.6666666666667,204,88.3333333333333,82.0833333333333,43.9166666666667,43.8333333333333,44.9166666666667,72.75,113.75,170.75,48,49.5,118.583333333333,192.583333333333,105.75,181.583333333333,161.5,213.666666666667,101.666666666667,102.333333333333,44,43.4166666666667,44.5833333333333,53.8333333333333,61.9166666666667,55.9166666666667,45.5,48.4166666666667,124.833333333333,186.416666666667,87.5833333333333,140.75,148.583333333333,156.083333333333,94.75,94.9166666666667,44.1666666666667,43.25,46.9166666666667,156.333333333333,300.833333333333,92.25,45,48.0833333333333,93,146.333333333333,74,122.666666666667,116.916666666667,165.666666666667,113.916666666667,103.333333333333,43.75,44.1666666666667,43.9166666666667,50.9166666666667,56.25,47.5,44.4166666666667,43.0833333333333,47.4166666666667,60.3333333333333,49.25,47.6666666666667,49.9166666666667,63.8333333333333,57.25,54.6666666666667,43.3333333333333,43.0833333333333,43.25,46,47,46,43,44.5833333333333,46.75,50.0833333333333,45.9166666666667,54.0833333333333,105.916666666667,95.1666666666667,48.1666666666667,48.6666666666667,44,43.4166666666667,43.5,44.9166666666667,47.6666666666667,45.6666666666667,43.25,43.25,46.6666666666667,51.25,46.0833333333333,55.9166666666667,162.5,64.8333333333333,47.5,49.5,"Matrix_Air_B8.txt","Air","B8","S1","Supine"
"10",43.5,44.3333333333333,42.8333333333333,43.4166666666667,43.5833333333333,42.0833333333333,43.9166666666667,49.8333333333333,58.5,48.9166666666667,56.9166666666667,47.1666666666667,46.0833333333333,48.4166666666667,46.0833333333333,55.5833333333333,45.5,45.6666666666667,44.3333333333333,45,44.4166666666667,44.5,45.3333333333333,48.75,50.8333333333333,52.3333333333333,72.5833333333333,121.916666666667,89.5,82.75,52.4166666666667,56.25,45.0833333333333,48.9166666666667,46,47.1666666666667,46.0833333333333,43.8333333333333,55.0833333333333,107.666666666667,107.666666666667,95.9166666666667,54.8333333333333,60.9166666666667,102.833333333333,240,75.8333333333333,75.8333333333333,50.3333333333333,52.9166666666667,49.1666666666667,50.5,48.6666666666667,47.1666666666667,81.5833333333333,126.916666666667,153.083333333333,153,83.5833333333333,151.583333333333,143.75,197.5,93,107.416666666667,94.4166666666667,285.083333333333,59.5,56.75,53.4166666666667,46.5833333333333,56.9166666666667,76.0833333333333,135.666666666667,157.166666666667,75.5,128.166666666667,132,173.416666666667,111.75,117.5,61.0833333333333,69.25,132.666666666667,160.416666666667,121.583333333333,54.6666666666667,97.1666666666667,134.5,123.416666666667,128.5,63.8333333333333,100.833333333333,99.1666666666667,196.833333333333,175.416666666667,137.25,46.0833333333333,46.8333333333333,45.25,51.9166666666667,53.4166666666667,46.75,65.3333333333333,82.25,74.0833333333333,65.8333333333333,47.4166666666667,48.5,49.6666666666667,57.25,72.8333333333333,80.1666666666667,43.9166666666667,43.3333333333333,44.5833333333333,43.6666666666667,42.9166666666667,42.8333333333333,43.9166666666667,45.3333333333333,45.1666666666667,45.8333333333333,43.75,44.75,45.25,46.0833333333333,47.3333333333333,60,43.9166666666667,43.5,43.0833333333333,44.0833333333333,44.3333333333333,43.4166666666667,43.5,43.6666666666667,44.75,45.1666666666667,43.0833333333333,44.6666666666667,44.0833333333333,46.6666666666667,44.1666666666667,45,"Matrix_Air_B9.txt","Air","B9","S1","Supine"
